#{"t_start": 1754214100.0321314, "env_id": "None"}
r,l,t
90.449999,103,623.075818
425.900001,162,623.206938
239.799967,168,623.346064
361.44998,173,623.843516
-105.05,101,623.928594
-5.750021,143,624.045701
-10.65,133,624.154799
217.25,173,624.293926
234.250004,127,624.403026
-105.1,102,624.4851
211.349978,159,624.618221
141.299995,132,625.069632
566.599989,210,625.242789
243.099997,154,625.37591
-105.1,102,625.460988
375.349995,177,625.605119
158.799987,140,625.720223
279.499999,154,626.195656
440.700003,158,626.327776
212.149996,119,626.432872
611.000001,228,626.620042
205.8,168,626.77118
402.199982,146,626.896293
113.1,142,627.019405
120.69999,120,627.470816
280.149958,141,627.590925
-105.05,101,627.671999
-105.1,102,627.754074
453.850001,173,627.8932
319.449978,157,628.02432
523.599982,244,628.217495
110.599986,122,628.674911
236.300008,172,628.821548
144.399986,138,628.931648
492.849995,169,629.072776
-105.15,103,629.161858
910.249968,281,629.398072
70.049999,139,629.871503
-58.6,132,629.978601
565.049976,191,630.134742
298.549998,205,630.312904
96.399997,140,630.42901
234.5,130,630.537179
159.05,137,630.651396
261.34998,193,631.175985
818.950002,297,631.419206
485.999969,182,631.570343
-105.05,101,631.650416
703.549972,283,632.267978
284.699963,184,632.430125
-2.850001,155,632.554239
78.150003,163,632.696367
73.599998,106,632.78645
77.799992,114,632.883538
-39.75,141,632.993638
249.349965,181,633.5021
756.449993,249,633.704284
431.099974,174,633.843411
1.699999,138,633.961519
146.05,129,634.068616
627.150001,225,634.243775
-32.400001,140,634.720208
-105.1,102,634.802283
-85.85,117,634.898371
130.299992,130,635.002465
113.099994,112,635.09555
303.899998,196,635.261701
343.349999,177,635.403831
153.349999,117,635.505924
-56.55,131,635.971346
-105.05,101,636.056424
317.650003,159,636.190546
639.599939,236,636.390728
94.499958,154,636.512839
-37.050001,139,636.625942
300.600002,176,637.149418
-78.85,117,637.244505
47.35,133,637.356606
208.2,170,637.499737
536.050006,219,637.677899
228.949992,167,637.821029
646.149915,253,638.400556
542.399997,190,638.5587
129.299999,134,638.669801
-105.1,102,638.754878
1063.399942,300,639.010111
732.249975,275,639.590141
-23.85,117,639.689231
147.199989,172,639.828359
52.799988,160,639.96248
237.249978,175,640.104609
134.949999,153,640.225719
-19.5,130,640.333817
282.400002,156,640.821261
76.45,131,640.933447
761.749957,245,641.14284
807.299978,278,641.376052
5.4,132,641.487153
597.94999,253,642.069683
108.799977,166,642.208809
95.399984,136,642.328919
-55.250001,139,642.447026
117.6,170,642.602167
5.400002,156,642.735288
74.099988,120,642.841385
-20.9,118,643.290794
365.049993,141,643.403897
308.15,137,643.520002
397.799997,154,643.642113
-105.05,101,643.725189
570.999994,210,643.900348
306.75,167,644.039475
184.0,160,644.524917
834.349961,255,644.738111
-105.1,102,644.825189
540.799995,200,645.040386
479.299996,208,645.234562
700.249964,237,645.816091
508.299991,250,646.036291
742.449958,237,646.239476
128.45,157,646.3756
427.999981,184,646.531742
-105.0,100,646.968139
235.049993,155,647.10026
191.95,121,647.219368
1096.399936,300,647.469595
561.899939,190,647.632744
585.649986,253,648.189249
501.849951,213,648.363408
768.349959,267,648.593617
131.899986,122,648.690706
-66.5,130,648.795801
209.649993,127,648.906902
602.449966,261,649.487431
-105.05,101,649.569505
61.899996,110,649.665096
382.349988,137,649.776197
217.349971,179,649.918326
155.49999,166,650.057453
595.149966,205,650.567917
-85.75,115,650.664005
-105.0,100,650.755088
157.850006,165,650.897217
-14.549998,141,651.011321
1188.999944,300,651.253541
197.600005,156,651.382808
41.4,132,651.844367
-17.5,130,651.956469
417.74996,209,652.132629
531.049997,177,652.289772
153.749996,127,652.400873
560.149968,205,652.570027
492.599975,234,653.135541
447.899996,236,653.334723
51.69998,128,653.445823
270.299999,182,653.596961
165.949999,113,653.693048
-77.75,115,653.792138
494.599999,214,654.331629
-27.800031,148,654.457744
297.849988,121,654.554832
582.400004,218,654.735997
179.899989,118,654.836088
188.799998,168,654.980219
71.650001,165,655.463659
1200.299912,300,655.714887
427.599999,176,655.86002
-36.800003,138,655.977126
181.449993,157,656.107244
-85.85,117,656.206334
-66.8,116,656.649738
819.699925,258,656.877945
17.65,147,657.003059
341.199992,148,657.128173
-22.3,146,657.253287
726.149923,241,657.471485
450.60001,214,658.007973
601.349989,201,658.170121
275.6,168,658.309247
139.649995,175,658.453378
63.899989,122,658.55347
84.199962,140,658.670576
506.949992,193,659.181041
66.39999,116,659.278129
192.499975,176,659.425263
620.55,245,659.632451
171.299993,146,659.755563
562.799975,254,660.326587
1066.699978,300,660.57181
348.999999,178,660.72595
183.099969,164,660.869081
356.299998,144,660.986187
1223.899946,300,661.584731
820.499998,246,661.794078
129.299998,152,661.930334
397.45,193,662.100489
558.59996,194,662.259634
137.8,104,662.342709
189.299974,164,662.854175
504.699994,168,662.996304
572.899945,246,663.210499
658.349961,225,663.389662
-85.85,117,663.488752
160.499995,112,663.587842
180.349998,117,664.048261
232.299966,184,664.200399
465.099957,200,664.362547
383.799998,186,664.517688
617.399968,214,664.700855
154.25,175,665.198307
356.849994,159,665.329426
381.550004,145,665.450536
652.200012,226,665.635705
536.299949,202,665.799855
473.249974,161,665.937979
537.899953,186,666.470464
630.949997,209,666.638617
729.249995,267,666.860819
1221.299868,300,667.11405
367.049996,141,667.237162
524.749935,217,667.794669
510.049999,189,667.970829
714.34996,225,668.159
194.75,205,668.325152
-105.05,101,668.406229
432.500002,200,668.919692
403.099998,148,669.0378
473.699956,192,669.198946
-105.0,100,669.284024
593.049982,213,669.461185
729.099962,250,669.670375
98.049982,137,670.146808
487.599989,232,670.33498
582.499979,196,670.498633
124.150001,115,670.595722
140.599998,106,670.685803
517.249996,201,670.859962
121.449977,137,671.328388
108.899986,142,671.444494
-10.4,148,671.575613
508.499978,182,671.723747
650.949994,231,671.914921
123.249999,153,672.039034
136.650001,143,672.533225
101.0,120,672.640322
335.79999,142,672.764435
621.049945,251,672.970623
243.299999,166,673.114754
591.599937,200,673.280905
26.999999,152,673.764345
321.999967,172,673.906474
349.59999,128,674.019577
354.599984,190,674.172716
453.34998,195,674.339868
459.799991,166,674.47399
344.549973,215,675.00147
312.899998,180,675.1446
-105.1,102,675.228677
-105.2,104,675.315756
74.949992,113,675.406839
252.149997,181,675.55097
-28.750001,139,675.664073
-105.05,101,675.751152
779.499947,260,676.31967
377.149999,151,676.449788
825.249959,269,676.67199
370.450003,243,676.871171
296.400006,172,677.365621
341.550003,177,677.513756
1239.499952,300,677.769989
486.399932,210,677.943146
712.049964,265,678.172354
865.649972,267,678.768898
671.649999,257,678.991099
624.449994,213,679.166259
373.449995,145,679.279362
-105.1,102,679.36544
329.299999,206,679.896923
30.549999,153,680.023038
250.149962,195,680.183184
177.949999,157,680.311307
621.999979,234,680.513491
273.849983,173,681.016949
150.799968,168,681.157076
285.399998,188,681.310215
293.649999,189,681.465504
563.949982,219,681.65181
825.750006,247,682.224331
-16.249998,147,682.347443
358.549996,157,682.478562
457.899974,200,682.650719
-36.000004,136,682.766824
62.299999,166,682.922966
390.149977,213,683.507498
308.249978,149,683.634614
100.949974,149,683.763731
698.999958,234,683.956907
-105.0,100,684.03798
578.899996,216,684.22315
133.100006,154,684.355269
-105.05,101,684.797671
687.199995,216,684.984842
850.349969,277,685.228063
735.9,270,685.445261
87.899999,142,685.555361
649.049997,245,686.096853
47.599976,146,686.209956
116.099999,130,686.315052
586.299993,220,686.496217
-85.8,116,686.594306
219.4,132,686.703405
-47.8,116,687.154815
-51.250001,137,687.263915
365.649981,191,687.417054
445.49998,202,687.587209
57.0,160,687.710321
119.35,113,687.803406
88.75,125,687.908501
136.649987,135,688.404953
461.0,180,688.552087
443.699984,168,688.689211
-105.1,102,688.778292
631.35,209,688.950449
1212.499964,300,689.553998
197.499981,144,689.679112
170.999994,154,689.815235
171.499985,136,689.928339
353.499998,162,690.065968
642.450001,207,690.235122
147.099998,110,690.326205
445.749989,175,690.832666
-44.45,141,690.948771
20.049999,151,691.070883
705.299957,228,691.258053
122.549996,111,691.353139
32.7,126,691.460236
561.299986,200,691.992009
489.299977,172,692.136139
1202.099973,300,692.379361
455.699999,238,692.572536
243.449999,173,692.712664
755.099985,246,693.297196
726.549996,285,693.541418
510.400002,218,693.720581
116.3,114,693.814666
54.349979,127,693.928771
25.6,128,694.033866
697.49999,252,694.619399
818.849976,275,694.846605
302.950002,187,695.00575
194.950003,127,695.11585
391.250002,155,695.241964
-105.1,102,695.682366
-24.150011,139,695.791465
340.749962,147,695.912575
672.350003,243,696.108753
86.150001,153,696.231865
210.349985,119,696.332958
-80.8,116,696.432047
-47.6,132,696.892466
217.899999,166,697.02859
416.800003,148,697.153704
1089.39993,300,697.396925
-25.050001,137,697.508026
188.299987,134,697.621129
262.249998,181,698.120584
696.500001,236,698.335779
339.999995,150,698.462894
440.149977,201,698.626043
607.999969,212,698.811211
708.999969,260,699.375725
560.999977,202,699.541876
675.949994,231,699.729047
1232.999976,300,699.985279
-56.8,116,700.078365
-105.05,101,700.505255
23.75,145,700.627366
161.15,141,700.746474
155.05,159,700.87359
286.549998,149,701.003708
-105.05,101,701.090787
-105.0,100,701.174864
954.399951,300,701.787421
-105.05,101,701.8745
1104.399983,300,702.122736
388.049969,175,702.260026
-48.55,131,702.364232
150.89996,166,702.495351
-35.150001,135,702.961775
463.749987,191,703.116916
116.399999,134,703.229018
210.499986,150,703.36314
75.849998,167,703.509273
147.199993,126,703.617371
477.14997,215,704.161867
-105.05,101,704.249947
342.599995,170,704.387072
744.749982,243,704.585252
470.449999,179,704.73739
393.899951,190,704.900539
302.450001,159,705.478064
-32.600002,136,705.596171
-36.5,130,705.703269
430.199974,152,705.829384
834.649948,283,706.0676
95.0,120,706.163687
-105.1,102,706.629111
223.949979,175,706.777246
529.249962,199,706.941395
-105.1,102,707.028474
-42.200014,146,707.150586
171.65,147,707.270695
117.649995,133,707.37479
527.799984,178,707.867237
61.19997,136,707.976336
544.45,203,708.150495
288.74998,165,708.286619
486.749992,177,708.449767
249.249998,125,708.550859
212.249999,167,709.072334
-105.0,100,709.15641
77.049999,137,709.26651
67.349946,145,709.382616
-85.75,115,709.479704
906.249982,277,709.710914
408.799998,160,709.842034
874.149947,283,710.427567
411.600005,242,710.633754
597.299961,226,710.815919
6.249999,153,710.936533
856.549986,279,711.531074
471.049978,205,711.699227
-36.5,130,711.80232
-105.05,101,711.884395
535.299986,228,712.069564
150.9,162,712.204686
190.5,130,712.668292
282.55,197,712.836539
-104.95,99,712.915611
64.849998,183,713.06875
-64.5,130,713.177849
133.999995,168,713.313973
-46.6,132,713.423072
863.050005,291,714.061653
-105.0,100,714.139724
456.299999,212,714.316885
62.899989,118,714.40997
898.100004,300,714.662199
289.249967,199,715.180671
39.449999,143,715.294775
363.3,168,715.4329
564.849975,209,715.613065
763.599959,248,715.816249
530.249997,225,716.362746
81.599989,118,716.455831
647.399992,260,716.66402
509.149957,197,716.824169
925.200003,286,717.062382
131.199994,112,717.51079
1002.099972,300,717.761018
135.749984,147,717.881128
533.149953,191,718.042274
1202.799965,300,718.30251
446.09998,194,718.837998
511.100012,224,719.028171
-105.1,102,719.11525
488.599978,178,719.265386
440.949999,163,719.397506
803.649963,249,719.97303
639.099991,208,720.147189
176.399961,182,720.294323
-105.05,101,720.375397
218.699994,186,720.530537
1238.400003,300,720.778764
-41.250001,137,721.236683
-105.15,103,721.320264
498.849999,175,721.473403
122.849996,191,721.623539
95.399999,136,721.730637
384.599999,172,721.875769
159.849995,111,721.968853
-105.1,102,722.400343
123.999976,140,722.511556
175.599986,126,722.618726
42.099996,138,722.728826
427.249968,235,722.921001
406.899995,150,723.045115
673.299984,244,723.591612
687.049992,235,723.800802
433.84999,207,723.968955
299.149983,197,724.134105
598.299953,200,724.30426
481.249996,175,724.817727
684.899893,220,725.005898
638.89998,226,725.194069
433.949998,157,725.318182
163.749971,161,725.451303
317.15,137,725.5574
152.249987,131,726.028829
-105.05,101,726.112905
412.399982,244,726.320093
257.699985,152,726.451212
342.199983,128,726.567319
417.849999,179,726.715453
593.149995,209,727.254944
182.899999,182,727.410085
213.550001,121,727.51518
291.149998,173,727.663315
574.099965,250,727.875508
434.499997,174,728.014635
389.349997,147,728.477056
292.549979,165,728.617183
296.399988,168,728.761314
-50.250001,137,728.885427
202.7,146,729.006537
795.499986,294,729.249758
58.15,177,729.756219
592.349974,197,729.923371
528.099951,228,730.113544
-105.05,101,730.200623
168.000006,198,730.374782
184.500004,170,730.870233
494.400006,194,731.025374
-47.6,132,731.132975
444.999984,192,731.290118
499.949998,225,731.470282
107.499959,160,731.6004
170.899977,152,732.085842
822.999985,286,732.321056
69.099985,124,732.427152
192.999984,132,732.543258
529.300002,214,732.715414
273.04999,125,732.819608
337.049981,183,733.338276
-14.800006,148,733.462389
179.499998,148,733.582499
531.949981,211,733.76066
121.499984,136,733.883773
9.000002,146,734.01289
816.699953,286,734.614437
-14.949997,151,734.741553
-105.05,101,734.821625
677.549982,239,735.02481
280.199998,114,735.118896
-105.1,102,735.201971
417.649953,213,735.736458
675.299995,270,735.959661
309.050003,161,736.091781
29.65,147,736.2229
73.649967,137,736.335002
450.849964,183,736.482136
-105.2,104,736.931545
-66.55,131,737.042646
216.300002,144,737.162755
-105.1,102,737.247833
148.799999,108,737.336914
233.649986,139,737.455021
-105.05,101,737.539098
617.799993,256,737.750289
787.249938,251,738.316805
61.199994,110,738.405886
-105.1,102,738.487961
189.049989,149,738.615076
155.050001,113,738.708161
-105.1,102,738.793238
630.24999,237,739.375768
290.200003,184,739.539917
486.899995,182,739.688052
72.299987,122,739.793148
-105.1,102,739.878225
218.249984,155,740.00334
607.449976,221,740.189509
216.049998,159,740.67495
5.999981,154,740.79606
41.799999,152,740.919172
430.099979,200,741.097335
127.600002,184,741.25648
61.599998,106,741.340556
547.850002,221,741.879549
532.3,194,742.045701
-105.15,103,742.130778
172.99999,156,742.261897
-105.1,102,742.344972
-34.350001,139,742.459076
-71.9,118,742.556165
-105.15,103,742.63924
95.249996,109,743.094655
-44.700002,138,743.225919
324.600003,156,743.361206
583.949918,211,743.527357
