#{"t_start": 1754214100.0321314, "env_id": "None"}
r,l,t
82.65,147,1350.21996
1216.299938,300,1350.463181
924.150002,289,1351.060725
416.349992,165,1351.216867
597.199999,186,1351.37401
639.39998,238,1351.586203
358.649972,183,1351.734338
163.899993,114,1352.180744
281.299985,182,1352.33088
25.699999,138,1352.449989
775.499957,276,1352.676194
633.449999,255,1352.889389
728.19999,242,1353.449898
492.550004,231,1353.647078
611.499952,246,1353.851263
-105.05,101,1353.933338
-80.85,117,1354.029426
502.450003,187,1354.189571
98.549998,107,1354.630476
194.649971,147,1354.748584
644.999981,244,1354.946764
673.899972,218,1355.11792
-85.8,116,1355.21701
702.350003,245,1355.772515
844.349969,257,1355.985709
159.599995,110,1356.077839
431.100005,148,1356.201092
627.399985,242,1356.412803
257.649979,175,1356.559937
803.999892,292,1357.16849
463.950002,193,1357.329637
460.999982,174,1357.472767
-85.7,114,1357.564851
141.04999,135,1357.675952
75.7,146,1357.798063
352.299974,140,1358.271493
723.35,255,1358.490693
778.699971,260,1358.700884
518.999968,214,1358.887053
402.549978,165,1359.031184
-105.05,101,1359.473587
578.000001,228,1359.657754
-105.05,101,1359.742832
272.999987,152,1359.867946
-57.650008,143,1359.980047
795.24999,261,1360.197245
361.849997,157,1360.692696
1009.099975,294,1360.935917
823.199931,270,1361.15912
314.899999,154,1361.289239
626.599992,226,1361.860758
543.74997,183,1362.012897
733.1,256,1362.220085
345.399999,188,1362.378229
-3.5,130,1362.495336
597.150004,209,1362.66449
368.799997,214,1363.222997
533.099981,210,1363.400158
494.149996,171,1363.539285
235.799999,136,1363.647383
-105.05,101,1363.73146
1257.799913,300,1364.367543
267.699984,130,1364.470637
-40.649996,145,1364.58474
152.199999,114,1364.677825
34.949998,151,1364.799936
467.950006,175,1364.944067
794.449933,245,1365.222321
854.849997,261,1365.833877
480.000003,224,1366.013117
483.09998,206,1366.188487
560.349976,211,1366.362645
6.65,107,1366.469743
496.000007,230,1367.04927
365.399998,170,1367.189397
351.399979,178,1367.333528
521.249956,181,1367.477659
-30.949999,141,1367.596768
961.19997,300,1368.202318
-71.8,116,1368.299407
-105.05,101,1368.377478
574.049989,227,1368.562647
861.249928,273,1368.794858
619.700004,234,1369.33635
381.549977,141,1369.459462
40.950002,149,1369.583575
132.350005,167,1369.730709
1110.1,300,1369.980937
375.149994,149,1370.109053
267.19997,208,1370.635532
857.199979,278,1370.857734
166.699975,162,1370.988854
640.349956,191,1371.144995
430.149985,163,1371.280118
459.400001,174,1371.810601
64.7,146,1371.933713
265.95,161,1372.067835
172.999999,152,1372.194951
448.199976,246,1372.400137
643.699938,228,1372.959646
-49.5,130,1373.065743
503.549998,233,1373.252913
388.349982,149,1373.378026
296.8,210,1373.549183
532.299986,180,1373.696316
713.049965,239,1374.248819
675.899992,224,1374.434989
565.650008,217,1374.610147
-85.8,116,1374.702736
43.049999,137,1374.81784
488.049999,191,1374.977986
-105.05,101,1375.427395
255.299971,152,1375.55451
87.850005,161,1375.680625
747.749954,261,1375.90583
826.449974,259,1376.120025
129.399976,150,1376.603981
576.899968,224,1376.798157
109.9,162,1376.935282
535.149996,195,1377.092425
1212.599959,300,1377.34065
297.300001,152,1377.832098
-12.8,138,1377.946202
157.100006,172,1378.085328
107.2,116,1378.185419
526.25001,199,1378.350569
699.599977,234,1378.550752
470.699987,194,1379.073227
289.599973,162,1379.211353
578.249998,191,1379.364491
1127.799965,300,1379.610716
758.449963,277,1380.172226
590.24992,201,1380.336376
732.149921,235,1380.528551
207.199995,124,1380.627641
40.85,123,1380.724729
452.349999,183,1380.876868
313.049993,143,1380.996977
-85.75,115,1381.45139
338.699992,150,1381.574502
522.349994,223,1381.767678
268.249998,133,1381.873775
581.599982,288,1382.120999
-105.05,101,1382.201072
1161.799934,300,1382.83665
447.649992,183,1382.994794
632.449958,201,1383.166951
239.15,157,1383.302074
418.499967,184,1383.460217
727.099968,260,1384.040745
650.499998,224,1384.222911
600.999979,214,1384.400072
1056.699975,300,1384.657306
588.349952,199,1385.190295
314.049998,189,1385.346437
-85.75,115,1385.438521
321.699998,172,1385.582652
-61.55,131,1385.69075
-84.75,115,1385.784836
175.399964,180,1386.290296
735.449992,281,1386.525602
695.349957,227,1386.715981
71.350001,177,1386.871122
816.049995,269,1387.107337
67.5,130,1387.587774
538.249999,187,1387.740914
29.45,131,1387.842005
620.299937,210,1388.006154
682.449973,281,1388.235363
662.049973,251,1388.811888
453.999966,172,1388.961023
520.3,234,1389.157202
484.24999,183,1389.304336
840.749989,261,1389.515527
89.65,147,1389.989959
50.3,144,1390.12208
164.600001,172,1390.263208
432.45,235,1390.459387
91.399991,116,1390.560478
653.300008,212,1390.726629
592.29994,286,1391.323172
528.449999,177,1391.471307
588.199986,202,1391.63946
188.799986,182,1391.791599
99.6,128,1391.9027
157.349994,163,1392.408159
341.499999,122,1392.514256
-32.85,117,1392.608341
167.9,118,1392.703428
76.549981,129,1392.807523
120.799999,140,1392.921626
166.099979,132,1393.027723
467.549993,175,1393.172855
545.9,202,1393.690325
93.849976,135,1393.801426
282.65,141,1393.911527
20.699999,138,1394.02563
465.750004,157,1394.158752
401.899999,168,1394.292873
1142.399976,300,1394.907433
133.899975,178,1395.060572
827.349938,291,1395.298291
337.349999,195,1395.459438
-85.75,115,1395.548519
712.049949,227,1396.096017
603.199952,208,1396.262168
587.55,205,1396.437328
686.199965,222,1396.627501
511.9,224,1397.204798
-105.1,102,1397.29488
161.7,146,1397.422996
43.099999,172,1397.568128
169.299999,156,1397.698246
-32.200001,136,1397.806345
783.799979,246,1398.003524
883.89998,268,1398.594061
149.049998,179,1398.743197
-24.85,143,1398.859303
688.199999,226,1399.037465
507.2,200,1399.199612
655.349988,209,1399.723088
571.849992,217,1399.896246
864.499995,256,1400.108439
408.299998,172,1400.240559
-85.85,117,1400.338649
86.999999,160,1400.834099
1224.199981,300,1401.071314
87.749999,137,1401.194427
-57.6,132,1401.301524
918.899948,300,1401.540741
520.449987,181,1402.057212
525.549977,191,1402.230369
-8.5,110,1402.375501
539.949936,225,1402.562671
533.549984,207,1402.731825
689.74999,215,1402.916993
719.799985,268,1403.500525
1180.399983,300,1403.744747
-20.75,115,1403.83583
-38.85,117,1403.926912
681.85,239,1404.497431
447.349964,183,1404.651572
-51.150001,139,1404.766676
470.249997,171,1404.912809
283.149998,203,1405.079463
-28.900001,136,1405.198572
440.399935,210,1405.736061
1232.899941,300,1405.983286
580.949961,241,1406.192476
548.649974,183,1406.340611
1261.499946,300,1406.95746
642.699984,210,1407.130618
678.699996,228,1407.344813
920.399963,282,1407.577024
308.299969,178,1407.729163
842.59994,276,1408.320701
1177.19998,300,1408.568927
394.299999,186,1408.720064
488.25,183,1408.878208
492.749954,175,1409.021338
378.599995,172,1409.502775
184.100004,182,1409.654915
222.499988,140,1409.773022
480.649999,175,1409.916152
229.000003,162,1410.043268
291.000004,202,1410.552731
254.15,199,1410.71688
348.599994,168,1410.861012
170.05,139,1410.976116
67.449993,111,1411.064196
814.549987,265,1411.282394
1106.900003,300,1411.900958
-105.05,101,1411.997045
662.299913,254,1412.200229
946.599995,300,1412.462468
338.399997,146,1412.587582
963.299956,300,1413.20014
461.849975,245,1413.412333
1020.699979,300,1413.666564
164.549998,157,1413.793679
484.09998,206,1414.321159
460.249994,175,1414.464289
428.949999,225,1414.650459
617.800011,224,1414.84964
481.449981,193,1415.013789
768.050007,255,1415.569797
770.449979,283,1415.812017
1232.999851,300,1416.069251
1224.899904,300,1416.680808
390.099988,228,1416.865977
143.499999,122,1416.970072
166.5,190,1417.119293
212.449974,137,1417.230515
139.899985,124,1417.333692
208.849998,167,1417.478824
976.499975,300,1418.08938
123.449994,125,1418.189471
1232.299944,300,1418.443702
-105.05,101,1418.521773
212.249993,185,1418.673911
226.549991,147,1419.166359
481.549994,179,1419.313493
43.5,130,1419.419589
1174.99997,300,1419.669817
798.550005,277,1419.900027
445.549999,225,1420.461537
-72.85,117,1420.554622
-83.75,115,1420.645705
1263.499974,300,1420.891929
213.700002,164,1421.027052
584.299977,194,1421.564541
752.4,262,1421.779737
510.449994,169,1421.919864
531.099975,174,1422.064996
438.049994,149,1422.185105
1228.099959,300,1422.813677
1231.999969,300,1423.061903
-44.6,132,1423.172003
150.849987,121,1423.270092
560.749993,185,1423.423232
417.000002,250,1424.007763
594.099917,204,1424.180921
354.399997,168,1424.313041
157.149994,131,1424.421139
699.699954,228,1424.605307
44.699989,152,1424.72942
295.050003,161,1425.284925
-105.05,101,1425.369001
314.749972,185,1425.534152
370.49998,196,1425.699302
771.149992,261,1425.931017
654.699999,258,1426.543574
494.599995,210,1426.72574
575.150005,227,1426.915913
32.65,147,1427.037023
472.050005,169,1427.181154
1102.399919,300,1427.798447
-62.55,131,1427.905545
416.74999,173,1428.048676
384.149944,205,1428.217829
263.749999,143,1428.333935
299.300003,144,1428.465054
885.899985,268,1429.040578
-85.8,116,1429.132662
566.350008,205,1429.301816
790.149976,251,1429.503999
915.249997,287,1429.744217
541.549955,181,1430.251679
-36.950002,137,1430.363781
1028.899956,300,1430.606002
-105.05,101,1430.688076
863.099983,300,1430.936302
296.449996,133,1431.404728
483.449956,173,1431.551862
192.349999,131,1431.662963
577.449995,207,1431.83512
118.84998,137,1431.945219
117.649996,169,1432.084347
378.149963,199,1432.597813
-85.8,116,1432.695903
93.25,135,1432.817013
420.849987,183,1432.973155
467.099915,226,1433.163328
172.799999,142,1433.282436
506.999991,178,1433.797905
325.899998,182,1433.943037
207.599996,124,1434.050134
703.249969,223,1434.239306
800.899998,284,1434.469516
2.800001,156,1434.603638
180.9,142,1435.073065
780.399998,246,1435.28826
1083.699926,300,1435.533484
619.849994,209,1435.699137
271.999986,144,1435.815243
24.8,144,1436.311694
489.699977,186,1436.468837
1241.599953,300,1436.713059
270.3,194,1436.875206
425.649987,203,1437.04336
842.19998,270,1437.627183
597.899924,226,1437.830369
625.549948,215,1438.010532
157.099999,176,1438.157666
782.049952,253,1438.746202
154.45,137,1438.864309
888.299996,298,1439.108531
484.049961,181,1439.255665
398.649998,187,1439.405802
362.949985,167,1439.90926
58.249999,153,1440.039378
128.149997,181,1440.188514
677.549951,221,1440.371681
756.2,296,1440.62391
208.7,146,1441.111353
145.94999,143,1441.227459
172.199986,144,1441.345566
549.449983,215,1441.522727
630.199974,216,1441.699889
-85.85,117,1441.792974
191.299989,140,1441.913082
524.049987,231,1442.458579
69.049999,151,1442.577687
-70.85,117,1442.67978
556.599991,198,1442.854939
638.049953,243,1443.072137
472.349959,269,1443.680691
523.399998,176,1443.826823
455.800004,170,1443.966951
90.949986,121,1444.062037
1184.799982,300,1444.325277
469.6,236,1444.888789
275.899998,172,1445.034922
849.749956,265,1445.259126
397.399984,184,1445.41727
482.499986,266,1445.993794
548.949974,265,1446.213499
887.49999,300,1446.463726
279.749963,149,1446.580833
735.44992,229,1446.766001
1213.999955,300,1447.38056
495.449973,217,1447.563727
-5.5,110,1447.652808
368.0,180,1447.80105
746.949984,241,1447.995404
-105.1,102,1448.479845
655.599973,224,1448.664011
983.899984,300,1448.909235
605.499997,234,1449.096405
355.899995,156,1449.225522
-85.85,117,1449.68494
325.8,184,1449.832074
653.300004,236,1450.032256
40.749999,137,1450.148361
340.749999,133,1450.261464
292.199992,148,1450.379572
124.049998,189,1450.89404
1274.59995,300,1451.144268
535.999956,204,1451.327434
658.399976,218,1451.504595
233.049972,165,1451.636715
611.849982,247,1452.207235
650.19998,210,1452.380392
363.499999,142,1452.502503
740.799947,234,1452.691675
1193.999895,300,1453.304232
544.349981,193,1453.464378
594.399995,194,1453.627527
990.899964,300,1453.864742
26.5,130,1453.970839
314.55,179,1454.468291
549.699951,184,1454.616426
-105.05,101,1454.696499
-105.05,101,1454.777573
-63.45,129,1454.886672
329.400002,196,1455.048819
370.449995,153,1455.176936
559.949969,193,1455.693406
125.399971,146,1455.815517
42.200001,140,1455.924617
336.549999,181,1456.073752
316.000007,198,1456.233897
475.799999,192,1456.396045
204.699974,150,1456.87098
658.049981,245,1457.06916
1280.599801,300,1457.317386
-38.200001,136,1457.429488
382.549983,197,1457.595639
186.649981,143,1458.066067
107.8,170,1458.212352
163.8,144,1458.342036
1255.399916,300,1458.660325
1228.699943,300,1458.923565
593.449998,233,1459.477068
739.749972,235,1459.669243
325.750002,185,1459.824384
107.85,123,1459.926477
971.29995,300,1460.173702
244.249998,139,1460.642128
-67.85,117,1460.741219
489.600004,206,1460.910372
103.349994,117,1461.004458
-85.85,117,1461.101546
1236.299962,300,1461.339762
29.75,125,1461.808189
351.099984,154,1461.943312
921.89998,300,1462.19454
409.549991,163,1462.333668
-105.0,100,1462.418744
344.449998,157,1462.548862
171.649987,145,1463.014286
1214.599998,300,1463.268517
450.949986,163,1463.419654
238.499988,152,1463.550774
1145.899979,300,1463.814013
37.399989,172,1464.312467
703.300002,232,1464.51365
337.399998,136,1464.626753
89.499999,142,1464.746862
784.249994,257,1464.957053
663.099994,220,1465.496544
11.249998,153,1465.618656
612.849985,215,1465.792814
341.949988,185,1465.940948
800.749967,245,1466.149137
749.549947,237,1466.711153
425.849996,227,1466.898322
724.799996,254,1467.108514
475.549972,179,1467.267658
172.999993,126,1467.368751
129.499986,164,1467.859196
462.74995,167,1468.005358
646.599965,226,1468.198752
786.549992,249,1468.408983
890.950024,289,1468.653205
1052.999973,300,1469.28578
726.499956,264,1469.522996
507.000001,226,1469.71517
815.84997,271,1469.935372
-105.1,102,1470.369766
439.350002,189,1470.532914
535.999969,242,1470.732096
133.999993,124,1470.83619
118.699971,140,1470.947292
98.099966,144,1471.061395
-7.0,144,1471.534826
-105.1,102,1471.620904
77.449999,183,1471.768038
110.049989,121,1471.865126
316.299978,188,1472.019267
38.399999,136,1472.137374
-105.15,103,1472.225455
-105.1,102,1472.312534
176.400008,156,1472.797975
391.999971,176,1472.942106
639.450004,205,1473.129277
-10.6,132,1473.240378
1206.899897,300,1473.4846
105.350001,173,1474.031097
765.299983,254,1474.245292
264.699986,186,1474.404437
592.499997,210,1474.576593
322.699974,184,1474.728732
596.399998,226,1475.271225
354.449999,143,1475.390333
481.349969,179,1475.535465
458.299978,226,1475.718632
3.65,107,1475.813718
420.800001,174,1475.956849
303.549995,145,1476.441289
263.549999,153,1476.562399
669.99998,234,1476.761084
578.849981,195,1476.926233
1111.199937,300,1477.178463
895.800005,300,1477.783013
86.5,156,1477.908127
307.449972,173,1478.050256
972.399997,300,1478.29648
145.7,106,1478.38507
20.050004,149,1478.902791
370.999986,236,1479.09997
101.599999,106,1479.186049
743.699919,242,1479.397241
416.999987,176,1479.536368
9.6,108,1479.623447
619.799972,198,1480.152928
398.699974,166,1480.284047
70.750003,147,1480.401154
1012.699991,300,1480.65038
525.099991,196,1480.811527
473.649989,207,1481.351018
691.650016,279,1481.576223
-2.250001,137,1481.69433
160.85,143,1481.811437
746.949979,229,1481.999608
-105.05,101,1482.081683
-36.55,131,1482.554112
160.349995,143,1482.673221
586.099974,208,1482.842375
583.09997,224,1483.028544
565.399952,182,1483.183686
712.599996,282,1483.79324
405.299997,162,1483.929363
975.199981,286,1484.174587
477.89997,172,1484.32072
570.500003,244,1484.531912
462.500002,216,1485.064396
886.899968,300,1485.396698
281.04999,163,1485.533823
643.799971,218,1485.711985
778.699991,244,1486.265489
556.349982,213,1486.450657
408.899997,150,1486.585284
541.900007,226,1486.778459
491.899981,196,1486.94461
590.84998,211,1487.485102
640.849996,255,1487.690289
776.34999,243,1487.882464
383.299947,138,1487.996567
672.949982,243,1488.190744
442.550002,219,1488.744535
479.799986,184,1488.915691
698.400001,254,1489.132888
189.399992,120,1489.234981
60.199982,126,1489.34408
328.250006,187,1489.495218
436.599965,162,1489.992671
196.95,161,1490.132798
1108.499977,300,1490.379022
244.399996,164,1490.52015
404.199972,178,1490.666283
282.699985,164,1491.15773
81.9,162,1491.292853
226.549981,145,1491.417967
39.6,148,1491.539077
652.74994,293,1491.782299
663.299973,208,1491.951453
448.550008,163,1492.462918
367.599993,190,1492.622062
923.499949,282,1492.858277
-32.6,132,1492.975384
508.150002,257,1493.187577
383.200008,198,1493.711053
226.850003,189,1493.865193
455.899999,222,1494.066376
128.799984,142,1494.187486
329.449994,145,1494.302591
467.999969,222,1494.859097
537.94996,189,1495.023247
436.100006,214,1495.20241
114.15,137,1495.319516
22.75,125,1495.418607
6.65,107,1495.511691
1226.299966,300,1496.103732
157.95,161,1496.236853
621.649978,215,1496.419019
72.65,137,1496.534124
71.199999,168,1496.678255
-62.55,131,1496.791358
102.39999,144,1497.287809
370.749999,167,1497.424934
-105.1,102,1497.509058
103.399999,168,1497.645847
507.099984,222,1497.827599
246.199991,146,1497.948708
-51.750006,141,1498.061811
62.499987,174,1498.564268
551.200006,186,1498.726415
475.050004,191,1498.888563
560.149985,243,1499.110765
1132.699899,300,1499.717317
115.699982,184,1499.867453
1037.899958,300,1500.119683
755.049964,279,1500.353896
591.599991,192,1500.511039
620.799972,218,1501.059538
409.600001,222,1501.238701
488.899999,214,1501.418865
123.349999,129,1501.528965
945.299961,300,1502.131513
19.099999,142,1502.256627
65.649989,157,1502.386745
-23.8,116,1502.477829
-59.6,132,1502.586927
106.150004,149,1502.714043
340.750003,199,1502.873188
50.500002,148,1503.350622
562.59996,192,1503.510767
-105.05,101,1503.598848
579.600008,220,1503.783015
114.549974,141,1503.896118
705.34998,239,1504.093298
91.85,123,1504.559722
561.69994,196,1504.716865
-29.75,115,1504.811951
256.749995,139,1504.93106
443.850002,237,1505.126237
-105.05,101,1505.212316
362.549973,151,1505.340432
7.949999,153,1505.818867
117.899986,130,1505.922962
388.900002,164,1506.062089
-85.85,117,1506.157175
261.8,144,1506.272784
-105.05,101,1506.352857
423.199999,168,1506.497989
807.949979,273,1507.068508
464.949995,163,1507.205632
496.299997,174,1507.352767
839.349977,283,1507.583977
109.1,178,1507.744123
493.499993,168,1508.236854
444.549989,165,1508.369975
324.4,192,1508.532123
-105.05,101,1508.6172
355.599985,168,1508.761331
288.699999,198,1508.939493
885.399974,270,1509.561059
551.649994,227,1509.749229
-31.950001,137,1509.860331
220.149999,163,1509.987446
627.199964,226,1510.176618
747.399935,228,1510.711105
102.049974,147,1510.836218
380.799989,194,1510.990358
198.349987,137,1511.108466
516.899985,236,1511.306646
362.599994,216,1511.843134
724.049994,249,1512.05833
8.250001,145,1512.186446
1256.399935,300,1512.439677
823.650007,281,1513.031215
142.25,115,1513.122298
92.699995,168,1513.263426
345.200007,152,1513.385537
396.049961,189,1513.532671
-49.4,138,1513.65278
770.299937,240,1513.85096
70.149982,127,1514.316384
386.800005,164,1514.469523
410.399973,202,1514.640679
205.45,151,1514.763791
271.049972,179,1514.917931
506.599977,182,1515.074073
310.449978,161,1515.572526
-20.8,116,1515.669616
144.399998,126,1515.782718
1154.899976,300,1516.043956
1258.499942,300,1516.294183
1185.499936,300,1516.896234
95.99999,128,1517.004333
280.05,159,1517.139455
635.299984,208,1517.316616
376.699989,196,1517.473759
55.549998,153,1517.954196
210.049965,167,1518.09032
479.599984,200,1518.250466
627.349956,219,1518.439871
2.600001,158,1518.577048
11.35,133,1518.68915
517.249947,191,1519.204619
775.349971,291,1519.455847
-33.250001,137,1519.570952
-38.85,117,1519.66804
249.549974,161,1519.802163
223.449999,187,1519.963309
-105.15,103,1520.427731
-85.85,117,1520.526822
374.499996,158,1520.657941
447.399996,162,1520.796067
733.899984,242,1521.006258
29.45,149,1521.125366
-43.55,131,1521.582782
-31.6,132,1521.692882
93.8,150,1521.817997
-105.1,102,1521.904075
95.149986,123,1522.00817
763.950009,291,1522.249389
424.44998,183,1522.403529
365.400006,176,1522.911991
441.949967,171,1523.049116
727.899949,228,1523.234284
394.399981,180,1523.381419
309.099999,132,1523.49352
495.699985,172,1523.988971
-85.85,117,1524.091063
1136.799922,300,1524.345295
-85.9,118,1524.444385
984.199946,300,1524.71363
106.75,125,1524.854758
498.65,203,1525.408262
342.499977,140,1525.520364
333.049974,159,1525.657489
790.299992,262,1525.871684
485.799982,172,1526.025824
223.05,179,1526.526279
-105.05,101,1526.609355
896.999936,276,1526.845569
447.749983,199,1527.013227
248.300006,164,1527.147348
-105.05,101,1527.235429
289.499981,176,1527.736884
205.349999,145,1527.854992
145.1,158,1527.991116
614.699987,260,1528.210315
511.899976,196,1528.373464
779.049979,251,1528.947272
633.600007,232,1529.127436
393.049998,231,1529.319611
468.000001,168,1529.465743
157.750002,123,1529.565834
118.899995,110,1529.664925
223.250001,119,1529.77002
252.100005,172,1530.266472
229.999985,152,1530.39559
-85.9,118,1530.493679
436.749979,159,1530.624798
441.549998,219,1530.80296
754.799998,228,1531.359466
1051.399934,300,1531.597683
556.999994,220,1531.774844
479.449996,175,1531.922979
646.049972,225,1532.118156
176.29999,130,1532.594589
608.599945,210,1532.773753
-16.900015,144,1532.892861
-85.95,119,1532.993953
976.149996,291,1533.229167
591.549976,213,1533.40833
304.249948,197,1533.916792
337.099984,172,1534.063926
755.85,229,1534.261106
414.099999,170,1534.404236
151.650001,135,1534.510332
212.850002,181,1535.048822
-105.15,103,1535.137903
439.999999,170,1535.287039
525.100012,234,1535.477212
466.599976,224,1535.659378
530.550003,183,1535.815519
59.599999,140,1536.311971
573.94999,203,1536.493136
614.199986,226,1536.688313
1129.999932,300,1536.931535
556.499971,194,1537.092681
439.499974,178,1537.598646
747.799978,236,1537.804833
516.050002,189,1537.957973
536.199968,192,1538.115116
368.049993,173,1538.264251
-105.15,103,1538.716663
1139.199941,300,1538.961886
481.049999,169,1539.096624
1220.699963,300,1539.36354
1164.199924,300,1539.989109
173.85,163,1540.130238
709.899987,234,1540.323413
562.549993,201,1540.483559
-105.15,103,1540.573641
290.449994,189,1540.732786
814.899958,290,1541.324324
337.849963,177,1541.466453
111.849986,123,1541.564543
463.749964,175,1541.705671
118.949999,153,1541.834788
747.39993,246,1542.398301
308.499971,170,1542.539429
242.000001,124,1542.640521
684.899999,238,1542.839702
-85.85,117,1542.93579
493.099965,180,1543.076918
252.950001,153,1543.568366
-105.05,101,1543.65044
767.499984,240,1543.851623
142.800002,148,1543.976737
422.250006,153,1544.101851
-85.9,118,1544.201942
724.899955,258,1544.764453
288.449999,195,1544.933608
435.249987,239,1545.210859
1252.999971,300,1545.484108
714.249982,241,1545.704308
-70.7,134,1546.191751
1121.499961,300,1546.434973
-105.2,104,1546.523053
666.54998,269,1546.764273
534.349991,217,1546.944436
-85.85,117,1547.411862
-105.15,103,1547.490934
547.299998,212,1547.671098
288.35,153,1547.798717
246.299995,128,1547.902812
1187.600007,300,1548.144031
98.849976,141,1548.643486
544.050005,179,1548.798627
-84.8,116,1548.88971
494.599981,188,1549.042849
-66.6,132,1549.143941
499.8,174,1549.294078
559.499987,204,1549.840876
-105.15,103,1549.925953
1113.799964,300,1550.187191
803.799981,260,1550.410394
415.600004,188,1550.575544
128.999993,132,1551.066991
316.949968,175,1551.217127
512.449977,195,1551.374271
92.049999,171,1551.5164
109.199997,158,1551.646518
330.15,157,1551.768629
250.149946,185,1552.281095
223.399998,194,1552.439239
471.849994,185,1552.593379
-15.35,147,1552.714489
796.699996,300,1552.952706
676.949982,227,1553.503207
947.249907,279,1553.733417
640.199959,206,1553.899568
342.600004,178,1554.040696
287.749964,189,1554.197839
564.249968,227,1554.753344
266.949975,175,1554.896475
6.65,107,1554.986557
647.199996,240,1555.197749
433.049996,187,1555.351889
240.099997,134,1555.465993
680.349967,219,1556.028504
635.300004,232,1556.223682
280.449999,199,1556.391834
475.499998,214,1556.571998
111.799956,154,1556.702116
776.39998,280,1557.29866
238.85,123,1557.396749
44.049989,145,1557.513855
1218.099951,300,1557.760079
675.050001,245,1558.31459
71.95,161,1558.441706
834.199987,286,1558.681924
208.949979,163,1558.82105
590.850006,235,1559.012225
478.099988,178,1559.510978
1259.299952,300,1559.758203
-19.65,133,1559.872306
837.19997,256,1560.078494
1120.399982,300,1560.343735
826.349991,289,1560.948285
414.599961,198,1561.115437
1223.299964,300,1561.359659
227.199979,190,1561.518804
170.0,122,1561.979223
719.449992,255,1562.188413
365.999998,162,1562.321534
-85.9,118,1562.417622
795.499966,256,1562.634819
602.59997,244,1563.197331
509.39999,182,1563.356477
359.949984,201,1563.532636
-44.8,116,1563.631726
1075.799999,300,1563.878951
576.449992,213,1564.399424
369.100003,196,1564.571581
439.549968,157,1564.707705
222.6,128,1564.810799
981.14999,291,1565.056022
240.000005,178,1565.202154
67.9,162,1565.715622
596.449999,199,1565.893783
709.299981,244,1566.100972
937.399914,300,1566.353202
594.099984,204,1566.884685
95.299984,126,1566.993784
469.599999,206,1567.174949
-76.8,116,1567.278043
598.199993,194,1567.44019
764.099985,292,1567.683411
326.749993,173,1568.176363
-64.6,132,1568.284461
61.999999,152,1568.408574
-71.75,115,1568.498656
-64.55,131,1568.607755
116.95,141,1568.725863
-8.6,132,1568.838966
70.899995,110,1569.29338
524.799989,186,1569.44852
432.799999,166,1569.585645
463.749972,235,1569.778039
1214.999971,300,1570.023329
392.65,167,1570.526788
1132.399982,300,1570.791028
219.25,155,1570.934158
780.899982,280,1571.171374
612.149933,219,1571.718872
470.399996,164,1571.858999
808.900001,254,1572.061183
170.200001,162,1572.1903
1197.399991,300,1572.439528
352.749993,155,1572.930974
221.05,159,1573.062094
365.85,163,1573.196216
395.300001,204,1573.358363
561.749991,223,1573.536525
158.199999,168,1573.670647
40.5,130,1574.130065
113.2,176,1574.275197
429.349997,235,1574.461366
160.5,150,1574.580475
235.449999,183,1574.731613
37.799999,154,1574.854724
609.499963,228,1575.401222
55.65,147,1575.53134
-64.55,131,1575.649448
99.899997,112,1575.737528
346.349997,217,1575.922696
1182.7,300,1576.548264
492.549981,181,1576.701404
598.399998,200,1576.861549
-105.05,101,1576.945627
1207.499928,300,1577.189848
796.049997,259,1577.859458
575.649992,205,1578.034617
607.299969,234,1578.233798
890.449957,267,1578.457505
58.749983,157,1578.581617
1204.799976,300,1579.193173
893.049998,279,1579.42038
-105.05,101,1579.507459
362.549997,187,1579.671609
807.199968,252,1579.880799
1138.799929,300,1580.48964
667.150003,217,1580.686819
-85.8,116,1580.788912
-105.0,100,1580.872988
1207.499956,300,1581.130223
-66.55,131,1581.594644
570.999963,192,1581.750787
328.699987,214,1581.92995
488.500001,224,1582.116119
277.949993,195,1582.288275
201.849997,125,1582.752698
-105.05,101,1582.832771
715.849967,257,1583.060979
76.74999,123,1583.170077
570.749987,201,1583.335227
1085.400004,300,1583.588458
766.149965,253,1584.157976
-105.05,101,1584.242053
-105.1,102,1584.323127
515.099954,174,1584.462253
543.849927,183,1584.616393
331.599995,156,1584.742508
651.699997,214,1585.27199
172.099999,110,1585.359069
426.149998,187,1585.512208
480.949997,169,1585.649333
835.249999,287,1585.951607
345.349999,189,1586.473082
480.649999,191,1586.623219
98.000002,140,1586.739325
1186.599964,300,1586.989552
116.649999,105,1587.080635
-85.8,116,1587.179725
700.749984,255,1587.751245
1139.499971,300,1587.996468
-77.8,116,1588.091554
703.299986,218,1588.267715
337.449998,155,1588.402838
231.699991,220,1588.96185
288.699986,166,1589.097973
-105.1,102,1589.18205
182.349994,139,1589.300158
-49.6,132,1589.405253
936.199995,300,1589.652478
1126.499936,300,1590.261032
1270.999986,300,1590.510422
398.349992,171,1590.654668
21.8,124,1590.761765
1059.699948,300,1591.397343
635.399991,218,1591.578508
753.3,268,1591.799709
368.899999,166,1591.940837
-105.05,101,1592.023913
400.549981,153,1592.509355
188.45,133,1592.618454
481.19998,164,1592.752576
394.100004,160,1592.880693
695.499998,260,1593.095888
1224.199969,300,1593.683423
-105.1,102,1593.770502
687.399951,218,1593.949664
194.249997,119,1594.051758
572.749908,213,1594.230921
24.7,146,1594.355034
409.700002,206,1594.530193
379.749999,207,1595.059675
-42.55,131,1595.16477
